guid/image/axis,value
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0066/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0067/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0068/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0069/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0070/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0071/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0072/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0073/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0074/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0075/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0076/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0077/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0078/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0079/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0080/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0081/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0082/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0083/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0084/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0085/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0086/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0087/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0088/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0089/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0090/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0091/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0092/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0093/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0094/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0095/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0096/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0097/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0098/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0099/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0100/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0101/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0102/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0103/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0104/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0105/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0106/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0107/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0108/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0109/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0110/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0111/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0112/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0113/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0114/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0115/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0116/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0117/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0118/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0119/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0120/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0121/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0122/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0123/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0124/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0125/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0126/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0127/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0128/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0129/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0130/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0131/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0132/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0133/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0134/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0135/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0136/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0137/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0138/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0139/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0140/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0141/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0142/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0143/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0144/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0145/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0146/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0147/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0148/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0149/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0150/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0151/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0152/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0153/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0154/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0155/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0155/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0155/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0156/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0156/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0156/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0157/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0157/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0157/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0158/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0158/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0158/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0159/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0159/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0159/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0160/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0160/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0160/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0161/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0161/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0161/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0162/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0162/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0162/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0163/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0163/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0163/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0164/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0164/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0164/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0165/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0165/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0165/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0166/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0166/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0166/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0167/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0167/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0167/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0168/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0168/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0168/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0169/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0169/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0169/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0170/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0170/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0170/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0171/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0171/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0171/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0172/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0172/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0172/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0173/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0173/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0173/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0174/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0174/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0174/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0175/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0175/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0175/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0176/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0176/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0176/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0177/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0177/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0177/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0178/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0178/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0178/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0179/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0179/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0179/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0180/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0180/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0180/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0181/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0181/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0181/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0182/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0182/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0182/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0183/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0183/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0183/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0184/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0184/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0184/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0185/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0185/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0185/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0186/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0186/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0186/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0187/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0187/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0187/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0188/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0188/y,-2.976852
d78f61da-03c8-4f39-b843-f3f93be3da2f/0188/z,36.597186
d78f61da-03c8-4f39-b843-f3f93be3da2f/0189/x,-1.851861
d78f61da-03c8-4f39-b843-f3f93be3da2f/0189/y,-2.976852
